Transaction_ID,Customer_ID,Transaction_Date,Merchant_Name,Merchant_Category,Amount,Payment_Mode,Reward_Points,Transaction_Status,Fraud_Flag,Outstanding_Balance
T202183,C102622,2025-11-11,IRCTC,Travel,7106,Chip,71,Success,No,8353
T202184,C102231,2024-02-18,Croma,Electronics,6082,Online,60,Success,No,76732
T202185,C102295,2025-05-06,IndianOil,Fuel,6635,Online,66,Success,No,32950
T202186,C101937,2024-01-14,Amazon,Shopping,2541,Online,25,Success,No,140989
T202187,C102411,2024-05-03,Flipkart,Shopping,1422,Swipe,14,Success,No,218
T202188,C100836,2025-10-26,DMart,Grocery,6613,Swipe,66,Success,No,89277
T202189,C101123,2025-02-05,Dominos,Dining,2153,Online,21,Success,No,83705
T202190,C100445,2024-12-20,Dominos,Dining,1185,Chip,11,Success,No,115277
T202191,C102255,2024-09-10,Dominos,Dining,2314,Swipe,23,Success,No,570119
T202192,C101504,2024-03-22,PVR,Entertainment,287,Chip,2,Success,No,50627
T202193,C101262,2025-05-19,DMart,Grocery,9418,Tap,94,Success,No,125141
T202194,C100889,2025-07-17,Coursera,Education,6285,Online,62,Success,No,39514
T202195,C101378,2025-05-17,Coursera,Education,9213,Chip,92,Success,No,52143
T202196,C101782,2025-04-30,Reliance Fresh,Grocery,6358,Swipe,63,Success,No,147205
T202197,C102141,2025-05-18,Dominos,Dining,1104,Online,11,Success,No,124202
T202198,C101910,2024-03-02,MakeMyTrip,Travel,9589,Online,95,Success,No,41266
T202199,C102066,2024-02-17,Coursera,Education,8353,Swipe,83,Success,No,279478
T202200,C101014,2025-11-25,DMart,Grocery,5749,Online,57,Success,No,83586
T202201,C102642,2024-08-18,Dominos,Dining,7547,Chip,75,Success,No,5580
T202202,C100800,2025-05-15,Flipkart,Shopping,9751,Swipe,97,Success,No,100691
T202203,C102122,2024-11-18,Taj Hotels,Hotels,8014,Chip,80,Success,No,210876
T202204,C101661,2024-08-05,MedPlus,Pharmacy,4835,Swipe,48,Success,No,277415
T202205,C101189,2024-01-25,Amazon,Shopping,526,Chip,5,Success,No,1124
T202206,C101694,2025-12-26,Taj Hotels,Hotels,5826,Online,58,Success,No,106074
T202207,C101049,2024-04-16,IndianOil,Fuel,7053,Online,70,Success,No,10573
T202208,C101285,2024-06-16,Coursera,Education,963,Swipe,9,Success,No,66447
T202209,C102437,2025-07-11,Coursera,Education,6461,Swipe,64,Success,No,7651
T202210,C101288,2025-07-02,PVR,Entertainment,9166,Online,91,Success,No,6821
T202211,C101036,2024-11-07,Apollo,Healthcare,2824,Chip,28,Success,No,317283
T202212,C101619,2024-05-16,Dominos,Dining,7709,Online,77,Success,No,13097
T202213,C102545,2025-03-01,Apollo,Healthcare,112,Online,1,Success,No,237961
T202214,C100673,2024-07-25,PVR,Entertainment,1496,Online,14,Success,No,507504
T202215,C101578,2025-10-22,Reliance Fresh,Grocery,207,Online,2,Success,No,275764
T202216,C101245,2025-09-13,Dominos,Dining,1752,Tap,17,Success,No,366915
T202217,C101306,2024-12-17,IRCTC,Travel,25191,Chip,251,Success,No,24344
T202218,C100005,2025-05-08,Vijay Sales,Electronics,70665,Chip,706,Success,No,257589
T202219,C100367,2024-08-17,Coursera,Education,1548,Chip,15,Success,No,4457
T202220,C101002,2025-09-21,Flipkart,Shopping,593,Tap,5,Success,No,2224
T202221,C101920,2025-10-21,Amazon,Shopping,7307,Swipe,73,Success,No,184102
T202222,C101181,2025-05-14,Flipkart,Shopping,3745,Online,37,Success,No,160933
T202223,C102269,2025-09-15,Dominos,Dining,1333,Tap,13,Success,No,84206
T202224,C100974,2024-04-03,Amazon,Shopping,3870,Online,38,Success,No,76339
T202225,C100024,2024-03-30,PVR,Entertainment,7217,Tap,72,Success,No,66696
T202226,C101919,2024-01-28,Apollo,Healthcare,6614,Swipe,66,Success,No,50597
T202227,C100468,2024-07-28,PVR,Entertainment,4409,Online,44,Success,No,297494
T202228,C102619,2024-10-18,IndianOil,Fuel,8657,Online,86,Success,No,130457
T202229,C102026,2024-04-06,HP,Fuel,1641,Online,16,Success,No,151252
T202230,C101152,2025-10-17,IndianOil,Fuel,6769,Chip,67,Success,No,631982
T202231,C102675,2025-10-15,KFC,Dining,5045,Chip,50,Success,No,754170
T202232,C100078,2025-07-23,Electricity,Utilities,6991,Tap,69,Success,No,21241
T202233,C102344,2024-08-16,IndianOil,Fuel,6287,Swipe,62,Success,No,26965
T202234,C102913,2025-07-27,PVR,Entertainment,8639,Online,86,Success,No,110281
T202235,C102511,2025-03-28,Taj Hotels,Hotels,4457,Tap,44,Success,Yes,81641
T202236,C100963,2024-05-12,PVR,Entertainment,7068,Tap,70,Success,No,100814
T202237,C100387,2025-02-26,Electricity,Utilities,8554,Chip,85,Success,No,15050
T202238,C102684,2025-10-06,Croma,Electronics,60573,Tap,605,Success,No,75278
T202239,C101306,2025-10-02,HP,Fuel,577,Swipe,5,Success,No,931
T202240,C100540,2025-05-11,Coursera,Education,4356,Online,43,Success,No,45656
T202241,C101733,2024-05-01,HP,Fuel,8581,Chip,85,Success,No,130927
T202242,C101633,2024-10-20,Vijay Sales,Electronics,70325,Chip,703,Success,No,636116
T202243,C102527,2025-07-03,PVR,Entertainment,4296,Swipe,42,Success,No,283682
T202244,C100898,2025-03-10,Electricity,Utilities,6073,Tap,60,Success,No,510869
T202245,C102912,2024-02-03,Dominos,Dining,1717,Swipe,17,Success,No,57259
T202246,C100424,2025-10-06,Flipkart,Shopping,3743,Chip,37,Success,No,10420
T202247,C101902,2024-01-09,Amazon,Shopping,5234,Swipe,52,Success,No,744521
T202248,C101562,2024-11-25,Croma,Electronics,17855,Online,178,Success,No,55108
T202249,C101954,2024-04-08,Vijay Sales,Electronics,25611,Online,256,Success,No,309667
T202250,C101398,2024-01-30,HP,Fuel,329,Chip,3,Failed,No,25205
T202251,C100577,2025-02-02,MakeMyTrip,Travel,52837,Tap,528,Success,No,80965
T202252,C100461,2024-09-14,MedPlus,Pharmacy,2632,Tap,26,Success,No,220610
T202253,C100498,2024-06-21,Coursera,Education,9194,Chip,91,Success,No,1868
T202254,C101875,2025-07-21,Electricity,Utilities,6977,Swipe,69,Success,No,7014
T202255,C101784,2024-01-14,Amazon,Shopping,2068,Swipe,20,Success,No,67037
T202256,C100675,2025-07-13,IndianOil,Fuel,5542,Online,55,Success,No,80623
T202257,C100299,2024-02-22,IRCTC,Travel,21104,Chip,211,Success,No,81046
T202258,C100340,2024-06-23,Croma,Electronics,71192,Chip,711,Success,No,299422
T202259,C100954,2025-01-10,Electricity,Utilities,6300,Tap,63,Success,No,29582
T202260,C100453,2025-11-26,KFC,Dining,9577,Chip,95,Success,No,1367
T202261,C102635,2025-11-09,Apollo,Healthcare,9837,Online,98,Success,No,81098
T202262,C102255,2024-07-24,KFC,Dining,5119,Online,51,Success,No,409408
T202263,C100660,2024-08-23,Flipkart,Shopping,5853,Chip,58,Success,No,73817
T202264,C100848,2025-10-27,Dominos,Dining,7563,Chip,75,Success,No,270249
T202265,C100751,2024-03-24,KFC,Dining,8548,Swipe,85,Success,No,113947
T202266,C102662,2025-08-24,HP,Fuel,6091,Online,60,Success,No,156852
T202267,C100982,2025-10-04,IndianOil,Fuel,4976,Chip,49,Success,No,171833
T202268,C101898,2024-10-08,Reliance Fresh,Grocery,9861,Tap,98,Success,No,25134
T202269,C101060,2025-04-29,IndianOil,Fuel,1263,Chip,12,Success,No,63433
T202270,C102098,2024-02-13,HP,Fuel,8882,Swipe,88,Success,No,269970
T202271,C100439,2024-12-20,Electricity,Utilities,3112,Swipe,31,Success,No,208578
T202272,C102170,2024-01-24,Croma,Electronics,2905,Tap,29,Success,No,86770
T202273,C102168,2025-11-04,Coursera,Education,9436,Tap,94,Success,No,220537
T202274,C101630,2025-10-13,IndianOil,Fuel,2211,Online,22,Success,No,195879
T202275,C102686,2024-04-16,Reliance Fresh,Grocery,7052,Tap,70,Success,No,188
T202276,C102110,2024-10-06,Amazon,Shopping,2192,Chip,21,Success,No,19968
T202277,C100563,2024-04-28,Flipkart,Shopping,8021,Swipe,80,Failed,No,45213
T202278,C101296,2024-02-21,Electricity,Utilities,2377,Tap,23,Success,No,445613
T202279,C101023,2024-10-22,Taj Hotels,Hotels,2710,Online,27,Success,No,126981
T202280,C102173,2025-09-24,IndianOil,Fuel,8806,Swipe,88,Success,No,7763
T202281,C102532,2024-09-30,MedPlus,Pharmacy,705,Online,7,Success,No,130991
T202282,C101897,2024-02-16,Amazon,Shopping,8372,Chip,83,Success,Yes,70576
T202283,C101337,2024-08-07,HP,Fuel,9335,Online,93,Success,No,261297
T202284,C102119,2025-01-03,MedPlus,Pharmacy,8312,Tap,83,Success,No,58893
T202285,C101659,2025-01-03,Reliance Fresh,Grocery,9233,Swipe,92,Success,No,283433
T202286,C100866,2024-06-20,Taj Hotels,Hotels,4480,Online,44,Success,No,68831
T202287,C102383,2024-12-17,Electricity,Utilities,1927,Tap,19,Success,No,184289
T202288,C100059,2025-09-28,Dominos,Dining,5679,Tap,56,Success,No,233163
T202289,C100892,2025-12-06,Flipkart,Shopping,4815,Tap,48,Success,No,62005
T202290,C101244,2025-09-09,Reliance Fresh,Grocery,3573,Tap,35,Success,No,112040
T202291,C101759,2024-07-21,DMart,Grocery,8661,Online,86,Success,No,15810
T202292,C100594,2025-06-21,Electricity,Utilities,5436,Swipe,54,Success,No,301395
T202293,C100711,2025-04-18,IndianOil,Fuel,4831,Swipe,48,Success,No,120655
T202294,C100173,2024-07-17,MakeMyTrip,Travel,49570,Online,495,Success,No,38602
T202295,C102202,2024-04-11,Coursera,Education,9817,Tap,98,Success,No,229894
T202296,C102078,2025-05-06,Flipkart,Shopping,7805,Online,78,Success,No,160309
T202297,C101686,2025-12-18,PVR,Entertainment,8384,Online,83,Success,No,11885
T202298,C102057,2024-07-12,Vijay Sales,Electronics,41569,Swipe,415,Success,No,76785
T202299,C101575,2025-07-31,Flipkart,Shopping,2763,Swipe,27,Success,No,468739
T202300,C102135,2024-01-21,MedPlus,Pharmacy,3273,Tap,32,Success,No,220159
T202301,C100888,2024-11-05,Apollo,Healthcare,5001,Tap,50,Success,No,278671
T202302,C100697,2025-10-17,Dominos,Dining,7037,Chip,70,Success,No,49320
T202303,C101747,2024-04-21,MakeMyTrip,Travel,4653,Chip,46,Success,No,109945
T202304,C101652,2024-09-24,Flipkart,Shopping,1887,Tap,18,Success,No,779688
T202305,C102294,2024-07-04,Apollo,Healthcare,2990,Tap,29,Success,No,14626
T202306,C100677,2025-12-17,HP,Fuel,1370,Online,13,Success,No,46960
T202307,C102587,2025-06-10,MedPlus,Pharmacy,1782,Online,17,Success,No,16457
T202308,C102050,2024-05-12,DMart,Grocery,2620,Swipe,26,Success,No,17457
T202309,C101952,2024-07-31,Taj Hotels,Hotels,8039,Chip,80,Success,No,287093
T202310,C102829,2025-01-19,Amazon,Shopping,3073,Chip,30,Success,No,97951
T202311,C102431,2025-08-29,Apollo,Healthcare,4650,Online,46,Success,No,23491
T202312,C102654,2024-10-02,Coursera,Education,2569,Chip,25,Success,No,92423
T202313,C101439,2025-06-03,KFC,Dining,7879,Tap,78,Success,No,199925
T202314,C102862,2024-09-08,HP,Fuel,8881,Tap,88,Success,No,74297
T202315,C101699,2024-08-30,Amazon,Shopping,2860,Swipe,28,Success,No,188845
T202316,C100001,2024-09-29,KFC,Dining,1999,Tap,19,Success,No,559
T202317,C102908,2024-10-01,MakeMyTrip,Travel,62132,Swipe,621,Success,No,25732
T202318,C102263,2024-08-18,Vijay Sales,Electronics,54996,Chip,549,Success,No,87114
T202319,C102226,2025-06-22,Dominos,Dining,6683,Chip,66,Success,No,16595
T202320,C100393,2025-08-16,IndianOil,Fuel,9337,Swipe,93,Success,No,408471
T202321,C100586,2025-06-21,Electricity,Utilities,8100,Swipe,81,Success,No,26534
T202322,C100414,2024-01-11,Amazon,Shopping,6752,Tap,67,Failed,No,151487
T202323,C101286,2024-12-07,Vijay Sales,Electronics,3537,Online,35,Success,No,4068
T202324,C100509,2024-02-09,Electricity,Utilities,5395,Online,53,Success,No,83077
T202325,C100542,2024-06-16,IRCTC,Travel,77530,Chip,775,Success,No,34883
T202326,C101816,2025-12-07,IndianOil,Fuel,4229,Swipe,42,Success,No,31336
T202327,C100687,2024-09-09,DMart,Grocery,7138,Online,71,Success,No,105623
T202328,C101819,2024-02-20,IndianOil,Fuel,1589,Chip,15,Success,No,19265
T202329,C101760,2024-10-03,KFC,Dining,2466,Swipe,24,Success,No,63236
T202330,C102547,2024-06-08,MedPlus,Pharmacy,5504,Chip,55,Success,No,77938
T202331,C102866,2024-01-16,IndianOil,Fuel,3891,Swipe,38,Success,No,14608
T202332,C102677,2024-09-28,HP,Fuel,8724,Chip,87,Success,No,84471
T202333,C102120,2024-08-23,Reliance Fresh,Grocery,9392,Chip,93,Success,No,87988
T202334,C101232,2024-07-07,HP,Fuel,2009,Tap,20,Success,No,430801
T202335,C100797,2024-02-27,Apollo,Healthcare,6783,Online,67,Success,No,74940
T202336,C100052,2025-07-19,Flipkart,Shopping,3631,Chip,36,Success,No,1822
T202337,C100871,2025-01-20,Amazon,Shopping,9888,Swipe,98,Success,No,124508
T202338,C100073,2024-06-16,Croma,Electronics,16088,Online,160,Success,No,61588
T202339,C102193,2025-09-04,Croma,Electronics,56372,Online,563,Success,No,42107
T202340,C101865,2024-07-17,Vijay Sales,Electronics,25722,Chip,257,Success,No,157666
T202341,C102845,2025-06-26,IndianOil,Fuel,9832,Chip,98,Success,No,21052
T202342,C100366,2024-06-16,MakeMyTrip,Travel,25901,Chip,259,Success,No,92590
T202343,C101599,2024-02-13,Amazon,Shopping,6404,Swipe,64,Success,No,152708
T202344,C101087,2024-09-14,IndianOil,Fuel,5203,Tap,52,Success,No,40591
T202345,C102461,2025-08-12,Croma,Electronics,68572,Chip,685,Success,No,28903
T202346,C101307,2025-12-09,Electricity,Utilities,666,Chip,6,Success,No,321707
T202347,C102216,2025-07-20,Flipkart,Shopping,4660,Chip,46,Success,No,44827
T202348,C102027,2025-09-16,Apollo,Healthcare,8430,Swipe,84,Success,No,41778
T202349,C102348,2025-05-08,IndianOil,Fuel,9591,Tap,95,Success,No,294331
T202350,C100764,2024-07-05,KFC,Dining,5758,Chip,57,Success,No,29490
T202351,C101908,2025-03-22,DMart,Grocery,9267,Tap,92,Success,No,292318
T202352,C101237,2024-06-21,Coursera,Education,7577,Swipe,75,Success,No,183543
T202353,C102948,2025-08-08,IRCTC,Travel,50015,Chip,500,Success,No,99874
T202354,C101981,2025-11-24,Electricity,Utilities,111,Tap,1,Success,No,17063
T202355,C101082,2025-01-11,Coursera,Education,1792,Tap,17,Success,No,8139
T202356,C101246,2025-03-06,Dominos,Dining,1274,Swipe,12,Success,No,233673
T202357,C102617,2025-05-10,Flipkart,Shopping,908,Swipe,9,Success,No,158448
T202358,C100569,2024-07-22,HP,Fuel,2893,Chip,28,Success,No,170345
T202359,C102656,2024-10-29,Vijay Sales,Electronics,29580,Chip,295,Success,No,8801
T202360,C100574,2024-07-13,Electricity,Utilities,7939,Swipe,79,Success,No,139718
T202361,C101753,2025-09-25,Flipkart,Shopping,6838,Tap,68,Success,No,3953
T202362,C101582,2025-02-15,Apollo,Healthcare,3152,Tap,31,Success,No,773458
T202363,C101860,2024-10-24,Vijay Sales,Electronics,72061,Tap,720,Success,No,99964
T202364,C100867,2025-04-16,Croma,Electronics,4951,Swipe,49,Success,No,15682
T202365,C100650,2025-06-20,DMart,Grocery,700,Swipe,7,Success,No,152040
T202366,C100138,2024-11-10,Dominos,Dining,2210,Swipe,22,Success,No,126449
T202367,C102984,2025-03-25,IndianOil,Fuel,995,Chip,9,Success,No,16182
T202368,C100548,2024-10-17,IndianOil,Fuel,4907,Chip,49,Success,No,32261
T202369,C101647,2024-03-16,Apollo,Healthcare,4837,Swipe,48,Success,No,17051
T202370,C101994,2024-01-10,Reliance Fresh,Grocery,3490,Chip,34,Success,No,194232
T202371,C101124,2025-03-16,Dominos,Dining,9105,Online,91,Success,No,16168
T202372,C100292,2024-03-14,KFC,Dining,4479,Tap,44,Success,No,90587
T202373,C101987,2025-04-30,Reliance Fresh,Grocery,2073,Swipe,20,Success,No,60008
T202374,C102664,2024-12-08,Reliance Fresh,Grocery,3873,Swipe,38,Success,No,126434
T202375,C102855,2024-09-19,Reliance Fresh,Grocery,2953,Chip,29,Success,No,12611
T202376,C101446,2025-03-07,KFC,Dining,4413,Tap,44,Success,No,84824
T202377,C101695,2025-12-16,Flipkart,Shopping,3160,Swipe,31,Success,No,63693
T202378,C102404,2024-02-02,IndianOil,Fuel,3162,Tap,31,Success,No,168772
T202379,C102623,2024-02-05,Coursera,Education,5025,Online,50,Success,No,229090
T202380,C102936,2025-11-19,Flipkart,Shopping,3872,Swipe,38,Success,No,51975
T202381,C100270,2025-12-23,PVR,Entertainment,1318,Tap,13,Success,No,51583
T202382,C100830,2025-12-25,DMart,Grocery,2799,Swipe,27,Success,No,118402
T202383,C100221,2024-03-19,Amazon,Shopping,8559,Tap,85,Success,No,80190
T202384,C100001,2024-11-01,Flipkart,Shopping,2557,Tap,25,Success,No,25128
T202385,C100611,2025-06-29,Reliance Fresh,Grocery,7085,Online,70,Success,No,254645
T202386,C101301,2024-02-08,Flipkart,Shopping,7265,Tap,72,Success,No,43521
T202387,C101770,2025-04-24,Taj Hotels,Hotels,9365,Chip,93,Success,No,115076
T202388,C102847,2024-08-27,IndianOil,Fuel,7080,Online,70,Success,No,270875
T202389,C101192,2024-05-17,Croma,Electronics,1616,Tap,16,Success,No,116754
T202390,C102487,2024-07-14,Croma,Electronics,47090,Swipe,470,Success,No,28702
T202391,C101720,2025-01-29,Croma,Electronics,7277,Swipe,72,Success,No,453270
T202392,C102442,2025-08-26,Apollo,Healthcare,364,Tap,3,Success,No,79182
T202393,C102728,2025-11-29,DMart,Grocery,6348,Online,63,Success,No,60760
T202394,C102450,2024-01-02,Amazon,Shopping,1532,Chip,15,Failed,No,284026
T202395,C102953,2024-01-22,DMart,Grocery,7923,Online,79,Success,No,216000
T202396,C100503,2024-02-15,Electricity,Utilities,3680,Online,36,Success,No,181632
T202397,C101673,2024-01-21,Apollo,Healthcare,7115,Swipe,71,Success,Yes,46428
T202398,C101189,2025-01-04,DMart,Grocery,973,Swipe,9,Success,No,97946
T202399,C100610,2024-10-29,Apollo,Healthcare,5858,Tap,58,Success,No,113005
T202400,C100732,2024-03-08,Reliance Fresh,Grocery,1206,Online,12,Success,No,54759
T202401,C100231,2025-03-26,KFC,Dining,9868,Online,98,Success,No,22182
T202402,C100152,2025-05-20,Amazon,Shopping,5187,Tap,51,Success,No,54140
T202403,C102876,2024-04-05,DMart,Grocery,1634,Swipe,16,Success,No,729323
T202404,C102194,2024-10-12,Vijay Sales,Electronics,43726,Chip,437,Success,No,21309
T202405,C100606,2024-06-30,Croma,Electronics,13890,Tap,138,Success,No,69348
T202406,C102094,2024-08-06,Apollo,Healthcare,9257,Online,92,Success,No,30874
T202407,C100802,2025-01-11,HP,Fuel,7343,Chip,73,Success,No,123727
T202408,C101333,2024-10-18,Coursera,Education,5268,Chip,52,Success,No,258894
T202409,C101263,2025-07-12,PVR,Entertainment,117,Swipe,1,Success,No,120112
T202410,C100858,2024-04-28,Coursera,Education,3499,Swipe,34,Success,No,1117
T202411,C102260,2025-02-18,Amazon,Shopping,8337,Swipe,83,Success,No,25385
T202412,C102859,2025-07-01,Amazon,Shopping,9550,Tap,95,Success,No,68190
T202413,C101569,2024-09-23,Electricity,Utilities,1482,Tap,14,Success,No,103872
T202414,C101664,2024-03-17,Electricity,Utilities,4698,Online,46,Success,No,209022
T202415,C102517,2025-03-17,DMart,Grocery,7738,Swipe,77,Success,No,69328
T202416,C100485,2025-06-19,KFC,Dining,2875,Tap,28,Failed,No,188827
T202417,C102601,2025-08-24,Coursera,Education,5524,Tap,55,Success,No,139041
T202418,C100394,2024-07-15,IRCTC,Travel,32890,Online,328,Success,No,28471
T202419,C101029,2025-07-23,KFC,Dining,8820,Online,88,Success,No,154159
T202420,C101761,2025-11-16,Reliance Fresh,Grocery,5075,Online,50,Success,No,117751
T202421,C102884,2025-04-24,IndianOil,Fuel,1114,Tap,11,Success,No,29192
T202422,C100082,2024-07-03,KFC,Dining,1815,Swipe,18,Success,No,66827
T202423,C100245,2024-07-26,DMart,Grocery,8082,Tap,80,Success,No,164699
T202424,C102779,2024-06-12,Apollo,Healthcare,5299,Swipe,52,Success,No,125811
T202425,C102520,2024-02-15,Coursera,Education,6706,Swipe,67,Success,No,214380
T202426,C101548,2025-11-24,Dominos,Dining,5299,Chip,52,Success,No,526424
T202427,C101820,2024-08-11,HP,Fuel,7006,Tap,70,Success,No,75580
T202428,C101364,2025-12-06,Apollo,Healthcare,5024,Chip,50,Success,No,9312
T202429,C100161,2025-01-21,Flipkart,Shopping,3272,Online,32,Success,No,133043
T202430,C102300,2024-05-20,MedPlus,Pharmacy,4318,Online,43,Success,No,5708
T202431,C102905,2024-03-19,KFC,Dining,3103,Tap,31,Success,No,29220
T202432,C102720,2025-09-24,PVR,Entertainment,7954,Swipe,79,Success,No,13684
T202433,C101848,2024-03-04,HP,Fuel,8560,Chip,85,Success,No,47043
T202434,C100888,2025-09-09,Taj Hotels,Hotels,5322,Tap,53,Success,No,78101
T202435,C102880,2025-06-17,IndianOil,Fuel,8422,Swipe,84,Success,No,73409
T202436,C102083,2024-08-15,Flipkart,Shopping,2470,Chip,24,Success,No,80874
T202437,C100477,2025-06-04,Coursera,Education,1075,Online,10,Success,No,232408
T202438,C100913,2024-11-22,Vijay Sales,Electronics,43884,Online,438,Success,Yes,99672
T202439,C101348,2024-08-01,PVR,Entertainment,1077,Chip,10,Success,No,237156
T202440,C100379,2024-04-05,DMart,Grocery,4248,Online,42,Success,No,93398
T202441,C100815,2025-06-04,HP,Fuel,7255,Chip,72,Success,No,72155
T202442,C100195,2025-06-24,IndianOil,Fuel,6925,Chip,69,Success,No,58145
T202443,C100101,2024-03-10,Vijay Sales,Electronics,65040,Tap,650,Success,No,202806
T202444,C101515,2025-09-01,PVR,Entertainment,1411,Online,14,Success,No,11268
T202445,C100948,2025-02-26,DMart,Grocery,1106,Chip,11,Success,No,171653
T202446,C102964,2025-04-01,Electricity,Utilities,9938,Chip,99,Success,No,66272
T202447,C101313,2024-05-17,Coursera,Education,7924,Chip,79,Success,No,19
T202448,C102668,2025-04-07,PVR,Entertainment,2089,Tap,20,Success,No,202652
T202449,C102632,2025-10-22,Electricity,Utilities,8811,Online,88,Success,No,93343
T202450,C100598,2025-01-13,IndianOil,Fuel,6267,Tap,62,Success,No,59542
T202451,C101216,2025-06-06,Flipkart,Shopping,327,Chip,3,Success,No,332343
T202452,C102448,2024-07-04,Vijay Sales,Electronics,43253,Swipe,432,Success,No,88872
T202453,C102820,2025-02-11,Flipkart,Shopping,650,Tap,6,Success,No,259457
T202454,C101811,2025-04-24,Electricity,Utilities,283,Online,2,Success,No,85859
T202455,C101961,2025-07-07,Apollo,Healthcare,7411,Tap,74,Success,No,134071
T202456,C101251,2025-06-14,Apollo,Healthcare,1128,Chip,11,Success,No,723110
T202457,C102567,2024-09-02,Flipkart,Shopping,3781,Tap,37,Success,No,244396
T202458,C100402,2025-07-02,IndianOil,Fuel,4692,Swipe,46,Success,No,136070
T202459,C101760,2025-02-14,Apollo,Healthcare,9241,Chip,92,Success,No,236652
T202460,C101278,2024-04-16,Electricity,Utilities,2952,Swipe,29,Success,No,243977
T202461,C101878,2024-12-15,Vijay Sales,Electronics,25466,Online,254,Success,No,44604
T202462,C101931,2025-04-30,Electricity,Utilities,2669,Swipe,26,Success,No,99112
T202463,C101251,2024-08-08,MedPlus,Pharmacy,3335,Swipe,33,Success,No,670887
T202464,C101213,2025-03-10,Apollo,Healthcare,6617,Chip,66,Success,No,63065
T202465,C100369,2025-05-06,MedPlus,Pharmacy,9038,Online,90,Success,No,56568
T202466,C102907,2025-10-06,PVR,Entertainment,8328,Chip,83,Success,No,298580
T202467,C102717,2024-04-14,HP,Fuel,9144,Online,91,Success,No,238994
T202468,C102216,2024-05-24,Vijay Sales,Electronics,68101,Tap,681,Success,No,79912
T202469,C101445,2024-02-26,MakeMyTrip,Travel,25302,Swipe,253,Success,No,263588
T202470,C101905,2024-12-15,Flipkart,Shopping,1249,Tap,12,Success,No,65833
T202471,C102822,2025-06-14,Taj Hotels,Hotels,1670,Chip,16,Success,No,164987
T202472,C100345,2025-03-31,IndianOil,Fuel,9231,Swipe,92,Success,No,11042
T202473,C102458,2025-10-30,Amazon,Shopping,7488,Online,74,Success,No,247544
T202474,C102718,2024-11-16,Amazon,Shopping,3532,Chip,35,Success,No,156099
T202475,C100995,2024-08-16,HP,Fuel,4949,Tap,49,Success,No,1063
T202476,C102449,2025-12-15,IndianOil,Fuel,1550,Online,15,Success,No,39309
T202477,C100090,2025-08-07,IndianOil,Fuel,4887,Online,48,Success,No,46945
T202478,C102991,2025-01-13,DMart,Grocery,7965,Chip,79,Success,Yes,66032
T202479,C102467,2024-07-16,Reliance Fresh,Grocery,3645,Online,36,Success,No,105461
T202480,C102218,2024-11-03,Croma,Electronics,57371,Tap,573,Success,No,82930
T202481,C102661,2024-05-15,IndianOil,Fuel,597,Online,5,Success,No,50852
T202482,C101723,2024-01-24,Croma,Electronics,74095,Tap,740,Success,No,744174
T202483,C100258,2024-04-01,Electricity,Utilities,2505,Chip,25,Success,No,40039
T202484,C101710,2025-07-08,Croma,Electronics,44821,Chip,448,Success,No,63349
T202485,C101679,2024-05-21,Amazon,Shopping,8335,Swipe,83,Success,No,12373
T202486,C101106,2024-04-17,MakeMyTrip,Travel,77107,Tap,771,Success,No,21463
T202487,C102431,2024-03-21,Reliance Fresh,Grocery,5824,Online,58,Success,No,55811
T202488,C101306,2024-11-13,Taj Hotels,Hotels,6461,Swipe,64,Success,No,4996
T202489,C102526,2025-12-18,Electricity,Utilities,4525,Chip,45,Success,No,10386
T202490,C101933,2025-05-20,Coursera,Education,3560,Tap,35,Success,No,187551
T202491,C102875,2024-12-06,IndianOil,Fuel,2061,Chip,20,Success,No,301107
T202492,C102291,2025-09-28,Reliance Fresh,Grocery,9852,Swipe,98,Success,No,49666
T202493,C102948,2024-11-20,Electricity,Utilities,6314,Chip,63,Success,No,109129
T202494,C102556,2024-01-26,PVR,Entertainment,9503,Swipe,95,Success,No,208624
T202495,C100230,2024-12-14,Electricity,Utilities,6990,Chip,69,Failed,No,21530
T202496,C101490,2025-11-01,Dominos,Dining,4883,Tap,48,Success,No,25639
T202497,C101141,2024-02-04,Amazon,Shopping,2166,Swipe,21,Success,No,54270
T202498,C100015,2025-03-18,IndianOil,Fuel,574,Chip,5,Success,No,180296
T202499,C102636,2025-02-25,IndianOil,Fuel,5022,Tap,50,Success,No,34698
T202500,C100160,2025-02-18,Electricity,Utilities,5387,Chip,53,Success,No,716339
T202501,C102565,2025-11-19,Apollo,Healthcare,5555,Tap,55,Success,No,236174
T202502,C100640,2024-08-28,DMart,Grocery,6155,Swipe,61,Success,No,770
T202503,C101985,2025-01-03,Dominos,Dining,8252,Chip,82,Success,No,88880
T202504,C102577,2024-02-13,Taj Hotels,Hotels,8362,Tap,83,Success,No,114730
T202505,C102183,2025-11-24,Taj Hotels,Hotels,2465,Chip,24,Success,No,539782
T202506,C100812,2025-07-11,MedPlus,Pharmacy,8030,Swipe,80,Success,No,93723
T202507,C100204,2024-02-22,Croma,Electronics,59370,Tap,593,Success,No,40214
T202508,C100948,2024-07-29,Coursera,Education,9387,Swipe,93,Success,No,186004
T202509,C102156,2025-08-29,HP,Fuel,9131,Tap,91,Success,No,11755
T202510,C100805,2024-04-13,Flipkart,Shopping,333,Chip,3,Success,No,580441
